id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
140494,107225,"[40480, 1657, 17004, 20323, 15657, 40481]","[[1657, 17004, 1922, 2066], [1454, 21453], [10444, 6020], [6167, 20323], [6953], [593, 1648, 37151, 6821]]","[40480, 40482, 5539, 15657, 5175, 485, 7720, 6054, 40478, 40482, 8676, 240, 4835, 836, 21453, 500, 481, 10444, 6020, 240, 1412, 556, 481, 6167, 20323, 40478, 40482, 4835, 836, 715, 11868, 2525, 488, 9467, 10450, 620, 481, 20323, 1056, 595, 3667, 40478, 40482, 5539, 1073, 19414, 640, 4941, 488, 16411, 40478, 40482, 4846, 6953, 485, 3301, 40478, 40482, 669, 15657, 544, 1256, 240, 9933, 488, 4846, 21453, 20323, 9019, 40478, 40482, 4846, 6821, 488, 8263, 485, 3135, 40478, 40482, 4103, 2107, 40478, 40482, 4846, 6953, 485, 3301, 645, 1388, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,"[7901, 7770, 5006, 2212, 6270, 4836]"
405495,144222,"[40480, 19999, 3117, 3914, 517, 1656, 1570, 8294, 40481]","[[6020], [10848], [15022], [21453], [528, 3707, 17918], [2056, 7304], [20994, 8361], [693, 1209, 2087, 8361], [19811], [4933, 10448], [3137, 17195, 1430, 1301, 11332], [5867, 6382], [6878], [9649, 5867], [13249, 15042]]","[40480, 40482, 2525, 481, 6020, 488, 4846, 481, 10848, 488, 15022, 40478, 40482, 4835, 836, 562, 280, 1571, 240, 674, 4846, 481, 21453, 488, 4835, 836, 1073, 21453, 544, 13070, 40478, 40482, 4846, 481, 11690, 17918, 240, 7304, 240, 20994, 8361, 240, 693, 1209, 2087, 240, 19811, 240, 4933, 10448, 240, 11332, 488, 5867, 6382, 40478, 40482, 2030, 485, 246, 14057, 240, 2454, 488, 18115, 2525, 40478, 40482, 32093, 562, 11421, 1571, 240, 674, 4086, 500, 246, 37588, 40478, 40482, 4846, 481, 6878, 645, 2506, 488, 5867, 40478, 40482, 9467, 862, 488, 4103, 556, 13249, 35844, 40478, 40481]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[4987, 3248, 3184, 5010, 530, 3394, 2022, 7338, 7213, 393, 2780, 1297, 6061, 1707, 4282]"
59862,154017,"[40480, 4017, 32127, 19118, 40481]","[[8439, 17729], [6444], [563, 31331, 8780], [4914, 6821], [8441], [5940], [3137, 13249, 36, 965], [3137, 13249, 7524], [4017]]","[40480, 40482, 729, 2525, 10906, 485, 43, 42, 46, 250, 40478, 40482, 18777, 8439, 17729, 666, 246, 2044, 37453, 240, 674, 19657, 15242, 556, 6444, 488, 246, 13618, 498, 6953, 40478, 40482, 4846, 8780, 556, 10494, 1829, 240, 674, 3336, 9019, 13241, 715, 2695, 498, 531, 563, 35050, 292, 260, 3652, 4170, 15473, 6847, 40478, 40482, 19007, 500, 2233, 498, 10906, 5895, 1571, 240, 674, 2548, 284, 1571, 40478, 40482, 8676, 240, 12172, 4914, 6821, 240, 8441, 240, 5940, 240, 36, 965, 240, 488, 13249, 7524, 500, 6659, 2044, 37453, 40478, 40482, 4846, 4017, 488, 12172, 4858, 862, 40478, 40482, 8240, 4858, 715, 19093, 488, 19007, 500, 2233, 498, 10906, 1073, 2314, 12669, 488, 1233, 240, 670, 6828, 1571, 40478, 40482, 2548, 32127, 500, 6847, 240, 674, 5463, 240, 1809, 240, 1073, 1705, 240, 491, 1423, 281, 1808, 40478, 40482, 1892, 666, 277, 277, 278, 280, 244, 19118, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[3323, 6906, 7367, 1910, 2499, 4717, 2834, 2832, 3723]"
141305,105748,"[40480, 953, 832, 1024, 550, 1697, 252, 30853, 4530, 1301, 11007, 40481]","[[6167, 1301, 11007], [1353], [15022, 796, 964], [21453], [2056, 11332], [712, 941, 3012], [1430, 827, 6591], [4933, 3674], [7, 4344, 6741], [5867, 6382], [22942, 8361], [26285], [6953, 296, 11332]]","[40480, 40482, 1082, 1301, 11007, 488, 1353, 500, 1719, 6382, 5082, 556, 246, 1003, 3338, 760, 247, 11332, 296, 1003, 3338, 21453, 1892, 500, 1444, 40478, 40482, 2454, 296, 14057, 280, 1571, 40478, 40482, 1300, 811, 2525, 296, 851, 1229, 1809, 277, 2088, 40478, 40482, 488, 674, 6018, 21453, 296, 760, 247, 11332, 617, 1353, 40478, 40482, 6018, 481, 3403, 296, 4846, 481, 1346, 498, 481, 16126, 240, 2303, 26285, 240, 6953, 296, 11332, 40478, 40482, 655, 994, 580, 1046, 1353, 485, 668, 2454, 481, 11007, 240, 620, 645, 1388, 4846, 246, 1378, 498, 1353, 522, 5867, 6382, 40478, 40482, 2454, 296, 32093, 1073, 481, 11007, 640, 4941, 670, 280, 1808, 40478, 40482, 4846, 26285, 240, 6953, 296, 11332, 40478, 40482, 32093, 928, 1046, 485, 2107, 481, 26285, 40478, 40482, 4103, 556, 1454, 6878, 240, 1251, 874, 34102, 296, 10994, 1575, 3395, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[2218, 7655, 3203, 5010, 3440, 5168, 3502, 393, 5106, 1297, 1329, 7620, 6273]"
206691,9790,"[40480, 734, 3524, 262, 488, 38139, 2715, 8, 250, 23831, 5820, 40481]","[[10444, 6020], [734, 3524, 802], [38139], [21453], [4087, 2507, 6878], [1353], [3319, 6949, 6953], [6167, 20930, 510], [3137, 1430, 1301, 11332], [4739, 260, 1964, 5867, 24176], [1353, 10083, 7327]]","[40480, 40482, 2525, 481, 6020, 500, 246, 1719, 4835, 39587, 715, 11868, 2525, 40478, 40482, 4846, 734, 3524, 262, 240, 38139, 488, 19414, 240, 488, 5539, 282, 1571, 240, 9822, 6641, 40478, 40482, 587, 595, 851, 481, 11488, 2507, 40478, 40482, 4846, 6878, 488, 481, 1115, 284, 16126, 240, 488, 2030, 485, 246, 14057, 40478, 40482, 2454, 240, 18115, 2525, 240, 488, 32093, 5895, 1571, 40478, 40482, 276, 20024, 481, 7720, 498, 704, 2507, 6878, 562, 5774, 6913, 720, 40478, 40482, 645, 512, 640, 2506, 501, 29702, 240, 512, 759, 1503, 8061, 688, 504, 481, 8824, 500, 531, 563, 4673, 5523, 260, 3261, 28058, 40478, 40482, 9467, 500, 1353, 10083, 7327, 522, 501, 29702, 40478, 40482, 562, 27102, 1529, 17869, 24176, 6102, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,"[5006, 5190, 1124, 5010, 3855, 7655, 4096, 2378, 2816, 1257, 7656]"
137972,114498,"[40480, 30474, 529, 637, 14041, 40481]","[[11434, 6382], [30474], [8780], [21453], [489, 1591, 7118, 6878], [734, 744, 3707, 6821], [6953, 488, 11332]]","[40480, 40482, 2030, 481, 6382, 485, 246, 14057, 240, 674, 18115, 485, 246, 954, 32093, 40478, 40482, 36305, 246, 909, 6382, 666, 246, 1220, 5024, 40478, 40482, 4846, 481, 30474, 14237, 522, 8361, 488, 1357, 485, 478, 13982, 40478, 40482, 9423, 282, 3, 21, 3696, 498, 481, 8780, 500, 246, 1719, 4835, 39587, 1073, 28752, 40478, 40482, 4846, 481, 21453, 488, 5539, 2327, 562, 670, 281, 1571, 240, 9822, 10450, 240, 1073, 8170, 40478, 40482, 4846, 481, 6878, 40478, 40482, 9467, 1073, 24110, 1759, 485, 9202, 488, 3159, 240, 674, 4846, 246, 1026, 35570, 552, 15026, 498, 481, 6382, 240, 556, 481, 30474, 5379, 240, 488, 6953, 488, 11332, 485, 3301, 40478, 40482, 9467, 715, 954, 2525, 1073, 481, 6382, 544, 9521, 40478, 40482, 4846, 481, 5040, 6382, 240, 246, 1026, 35570, 552, 15026, 491, 246, 720, 240, 5663, 481, 6878, 485, 13829, 589, 498, 481, 5379, 781, 7533, 725, 240, 488, 9822, 6536, 40478, 40482, 861, 7379, 260, 10353, 1571, 240, 481, 6878, 994, 580, 679, 1666, 836, 488, 481, 529, 637, 14041, 3746, 3484, 240, 9050, 488, 14965, 40478, 40482, 2327, 9467, 500, 670, 867, 260, 26371, 498, 481, 734, 744, 3707, 488, 481, 1346, 498, 481, 8780, 40478, 40482, 2525, 822, 1073, 481, 8780, 980, 6737, 240, 674, 3301, 562, 29471, 484, 40478, 40482, 10553, 481, 529, 637, 14041, 485, 246, 8545, 6255, 5024, 522, 16153, 488, 4103, 2198, 240, 556, 481, 5040, 734, 744, 3707, 19907, 504, 1495, 40478, 40482, 3545, 267, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[485, 6238, 840, 5010, 195, 5180, 6276]"
45106,62337,"[40480, 15341, 1143, 6539, 4413, 8061, 40481]","[[8441, 15953], [23683, 5940], [1430, 15341], [15000], [6913, 7933], [1143, 6539, 5339]]","[40480, 40482, 23667, 8441, 15953, 240, 23683, 5940, 240, 15341, 240, 488, 15000, 500, 246, 11868, 5024, 40478, 40482, 9467, 556, 246, 6859, 29369, 1073, 16343, 40478, 40482, 7933, 246, 28058, 522, 1415, 1936, 556, 6913, 7933, 240, 2525, 715, 11868, 260, 954, 2525, 40478, 40482, 11606, 5339, 666, 8441, 9019, 240, 17533, 1109, 2000, 13241, 40478, 40482, 2327, 1082, 1183, 8654, 498, 5339, 500, 481, 28058, 488, 9649, 562, 280, 485, 281, 1571, 504, 1183, 737, 522, 1073, 3746, 2507, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,"[2509, 6516, 3497, 7449, 1786, 5827]"
247593,50240,"[40480, 6271, 1143, 6539, 21758, 25227, 40481]","[[1657, 17004, 17918], [17004, 13790], [2507, 6444], [15473, 8361], [6953], [15341], [5940], [32301, 10734], [8441], [15000], [27593], [1143, 7406], [2654, 5581, 21758]]","[40480, 40482, 729, 2525, 10906, 485, 44, 12354, 250, 488, 1584, 6642, 260, 7648, 19633, 7420, 556, 33433, 40478, 40482, 7087, 481, 929, 287, 16126, 500, 246, 1719, 5024, 40478, 40482, 4846, 500, 481, 5040, 16126, 488, 7087, 862, 40478, 40482, 9082, 22306, 666, 19633, 7420, 40478, 40482, 19007, 562, 7379, 1571, 522, 1073, 32461, 2323, 551, 2698, 40478, 40482, 2548, 504, 6859, 8967, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[7887, 7680, 800, 332, 6270, 1511, 4717, 170, 2499, 7449, 342, 5825, 7020]"
278840,81516,"[40480, 8300, 5867, 9540, 40481]","[[9649, 5867], [14193, 11173, 535, 1061, 494, 813, 2141], [17262, 4914, 6821], [38139], [21453], [29185, 1301, 30142], [831, 21375, 3418, 10382, 7438], [7327], [6953], [11332], [15022, 8361], [7, 4344, 6741]]","[40480, 40482, 249, 1529, 547, 10025, 260, 2044, 37453, 485, 16172, 589, 498, 481, 16126, 2303, 481, 5867, 2383, 249, 668, 1168, 688, 246, 1026, 244, 22190, 244, 1490, 33571, 620, 600, 640, 595, 673, 8834, 500, 481, 2044, 37453, 40478, 40482, 7087, 1061, 494, 813, 2141, 240, 488, 4914, 6821, 1281, 500, 5024, 1073, 14965, 40478, 40482, 9467, 500, 5867, 296, 5040, 16126, 40478, 40482, 5463, 1073, 1011, 485, 4103, 40478, 40482, 759, 4846, 725, 522, 1101, 498, 481, 1061, 494, 813, 2141, 296, 4914, 6821, 9019, 5175, 485, 3301, 278, 17134, 10114, 40478, 40482, 249, 14982, 2506, 589, 1454, 5089, 40478, 40482, 1359, 240, 512, 759, 20033, 481, 4168, 27713, 7327, 556, 17163, 24106, 30653, 645, 14121, 260, 3979, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[1707, 4623, 1910, 1124, 5010, 5475, 4582, 4958, 6270, 5319, 3217, 5106]"
251247,131457,"[40480, 706, 2371, 16, 14041, 16954, 488, 20323, 18998, 6821, 40481]","[[3586, 17532, 5339], [706, 2371, 16, 14041], [3137, 20323, 3674], [8, 542, 1663, 6821], [6945, 978, 11332, 14071], [10444, 6020], [19811]]","[40480, 40482, 729, 2525, 10906, 485, 26641, 40478, 40482, 4309, 8780, 277, 737, 498, 1183, 5339, 8654, 40478, 40482, 1495, 563, 28742, 737, 498, 280, 3585, 556, 280, 706, 1987, 502, 485, 15786, 240, 674, 282, 20323, 3674, 240, 674, 6821, 15786, 40478, 40482, 35009, 556, 6953, 488, 6945, 978, 11332, 40478, 40482, 1495, 556, 5040, 5339, 240, 28742, 737, 609, 40478, 40482, 2525, 10444, 6020, 500, 531, 10906, 5468, 28058, 715, 11868, 1583, 40478, 40482, 5539, 1073, 3746, 2507, 504, 481, 2695, 240, 670, 282, 1571, 40478, 40482, 1300, 7478, 715, 488, 10553, 485, 481, 10906, 485, 19007, 1073, 6821, 544, 6737, 40478, 40482, 6018, 40478, 40482, 2685, 4316, 811, 1495, 5339, 15786, 488, 22030, 281, 16954, 15786, 666, 1183, 240, 1495, 833, 488, 4103, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[6669, 5724, 2758, 216, 1986, 5006, 7213]"
109532,168419,"[40480, 8692, 7187, 40481]","[[6020], [4017], [6953], [837, 7327], [36, 722, 5, 651, 8061, 17169], [30295, 240, 36, 965, 498], [23750, 559, 1164, 14516]]","[40480, 40482, 4309, 6020, 481, 3334, 498, 246, 15103, 3612, 6847, 40478, 40482, 500, 246, 2262, 4835, 39587, 715, 11868, 2525, 240, 2030, 4017, 240, 6953, 488, 277, 3026, 1353, 485, 246, 14057, 488, 851, 5539, 240, 9822, 6536, 240, 1073, 7023, 35357, 6337, 42, 28852, 250, 40478, 40482, 1503, 9467, 500, 6945, 7327, 240, 6945, 36, 722, 5, 651, 488, 13249, 36, 965, 488, 6018, 617, 2525, 40478, 40482, 2933, 4017, 9019, 715, 481, 3334, 498, 15103, 3612, 6847, 240, 5521, 246, 22313, 670, 277, 278, 280, 244, 2377, 40478, 40482, 3866, 481, 1495, 556, 531, 23090, 30406, 240, 35009, 559, 1164, 14516, 33114, 715, 481, 1495, 488, 1529, 481, 30406, 485, 3336, 14516, 666, 481, 3334, 40478, 40482, 851, 2548, 246, 1378, 240, 674, 1000, 843, 5140, 2107, 488, 20392, 240, 1892, 1223, 556, 31645, 3310, 485, 1983, 14122, 240, 674, 1892, 481, 14122, 666, 909, 10671, 40478, 40482, 5507, 25133, 500, 1220, 19118, 498, 26332, 2405, 488, 2961, 500, 3048, 2240, 10807, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[4987, 3723, 6270, 7642, 4304, 7194]"
276303,158642,"[40480, 22245, 8851, 11577, 1454, 5317, 11420, 9021, 40481]","[[8851, 28159], [6444], [25916], [1657, 4366, 17918], [1430, 15341], [6953], [1454, 5317, 15473, 2320], [563, 31331, 8780], [2507, 6444], [1454, 6444], [8441], [15000, 18347]]","[40480, 40482, 729, 2525, 10906, 485, 246, 26446, 7858, 40478, 40482, 1892, 481, 287, 8851, 28159, 666, 5285, 240, 674, 1444, 481, 5285, 40478, 40482, 2933, 551, 504, 246, 15473, 5367, 488, 35009, 556, 6444, 240, 1457, 881, 600, 761, 589, 1809, 40478, 40482, 5490, 666, 481, 10906, 562, 670, 7648, 1571, 40478, 40482, 1178, 531, 1835, 504, 688, 620, 600, 587, 538, 3667, 488, 669, 600, 761, 2022, 1046, 240, 2158, 688, 609, 2314, 488, 3383, 485, 2548, 40478, 40482, 7087, 481, 25916, 240, 17918, 240, 15341, 488, 6953, 500, 246, 11868, 5024, 40478, 40482, 2506, 7641, 34062, 240, 2523, 8780, 500, 1719, 5024, 1073, 12924, 40478, 40482, 4846, 1109, 22722, 252, 488, 2523, 1073, 862, 16343, 40478, 40482, 2523, 500, 8441, 488, 15000, 40478, 40482, 9467, 500, 481, 2832, 16126, 40478, 40482, 7606, 2158, 609, 481, 1454, 5317, 488, 4846, 485, 481, 9019, 40478, 40482, 4846, 481, 8851, 28159, 488, 7087, 862, 40478, 40482, 1082, 481, 9019, 504, 246, 15473, 5367, 500, 11274, 5075, 9068, 40478, 40482, 1072, 481, 5367, 500, 481, 10906, 488, 19007, 562, 670, 5895, 260, 7648, 1571, 240, 1073, 600, 761, 3746, 488, 2832, 485, 1882, 40478, 40482, 921, 551, 488, 3383, 485, 2548, 781, 3658, 688, 589, 912, 600, 761, 620, 19034, 40478, 40482, 275, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[171, 6906, 4969, 7852, 3497, 6270, 7727, 7367, 800, 7790, 2499, 7470]"
218528,54447,"[40480, 582, 5559, 15657, 16477, 925, 704, 1074, 15657, 40481]","[[582, 5559, 17918], [6812], [6953], [10444, 6020]]","[40480, 40482, 29913, 481, 17918, 488, 6953, 40478, 40482, 2523, 481, 6812, 556, 481, 6020, 40478, 40482, 925, 246, 862, 500, 481, 17918, 488, 674, 9467, 500, 481, 6812, 488, 6020, 556, 246, 9082, 40478, 40482, 3427, 13733, 556, 983, 488, 674, 3916, 1634, 504, 246, 4309, 1874, 7086, 3334, 40478, 40482, 3916, 1634, 1073, 481, 9019, 244, 2323, 1281, 244, 40478, 40482, 2454, 500, 12168, 5507, 488, 3383, 485, 1346, 562, 7379, 1571, 40478, 40482, 3612, 556, 246, 15657, 3336, 522, 3332, 7083, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[6737, 2499, 6270, 5006]"
71145,114969,"[40480, 34338, 32184, 40481]","[[4932, 32184], [8300, 17027], [21453], [6856, 10734], [16954, 10734], [5940], [34338], [8684, 19104], [8684, 13583, 30142], [593, 1648, 37151, 6821]]","[40480, 40482, 1233, 10906, 485, 43, 8393, 9378, 40478, 40482, 14218, 246, 53, 34, 7877, 15473, 5465, 40478, 40482, 5539, 32184, 1073, 2022, 260, 3677, 40478, 40482, 8676, 240, 5539, 17027, 488, 21453, 1073, 5089, 544, 664, 1872, 3390, 40478, 40482, 9933, 40478, 40482, 9933, 32184, 40478, 40482, 500, 246, 1719, 5024, 240, 23667, 6856, 10734, 240, 16954, 10734, 488, 5940, 40478, 40482, 9467, 500, 17027, 9019, 240, 32184, 240, 34338, 240, 19104, 488, 30142, 40478, 40482, 10553, 485, 246, 35050, 15473, 5465, 40478, 40482, 2454, 240, 488, 19007, 562, 6828, 1571, 40478, 40482, 21596, 40478, 40482, 35009, 556, 6821, 240, 19007, 5895, 260, 7648, 1571, 1872, 240, 522, 1073, 24564, 488, 6821, 544, 6737, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[2518, 6324, 5010, 5485, 7233, 4717, 5340, 6528, 6529, 4836]"
356967,32953,"[40480, 1914, 15675, 13473, 10734, 40481]","[[15022], [10444, 6020], [30878, 7524], [705, 11, 5450, 4552, 10734], [37754, 10734], [1294, 2507, 6444], [13249, 7524], [19414], [1914, 15675, 8626], [6945, 30878], [25845, 8111, 11332]]","[40480, 40482, 1892, 670, 277, 278, 280, 3652, 811, 7124, 498, 15022, 40478, 40482, 1892, 481, 8726, 620, 525, 481, 15022, 812, 1683, 3295, 40478, 40482, 6018, 481, 7279, 253, 1563, 617, 481, 15022, 240, 568, 1357, 1046, 620, 525, 481, 796, 964, 1558, 1281, 40478, 40482, 1072, 15022, 666, 246, 1220, 26855, 5465, 240, 20761, 10444, 6020, 715, 507, 488, 2454, 556, 3403, 522, 14653, 40478, 40482, 19007, 500, 729, 6720, 43, 10353, 6937, 10906, 562, 277, 2088, 40478, 40482, 6018, 15022, 488, 851, 2548, 1073, 512, 759, 2861, 507, 40478, 40482, 23667, 30878, 7524, 240, 705, 11, 5450, 4552, 10734, 240, 37754, 10734, 488, 2507, 6444, 500, 246, 11868, 4835, 39587, 1496, 255, 11868, 260, 1583, 2525, 40478, 40482, 9467, 6641, 1073, 26673, 2986, 29420, 240, 674, 18115, 2525, 1073, 9019, 544, 668, 20726, 40478, 40482, 5654, 481, 2000, 498, 481, 15022, 1073, 481, 26625, 19642, 15022, 544, 3694, 551, 40478, 40482, 29649, 5040, 1563, 40478, 40482, 4846, 616, 485, 481, 20726, 9019, 488, 29369, 485, 23667, 40478, 40482, 4846, 5040, 16126, 485, 4835, 39587, 488, 9467, 40478, 40482, 851, 9019, 32093, 562, 10353, 260, 6828, 1571, 522, 1073, 10734, 980, 694, 11197, 702, 670, 277, 278, 281, 488, 544, 2377, 488, 40317, 40478, 40482, 925, 881, 507, 1056, 538, 14057, 715, 40478, 40482, 4103, 2107, 556, 6183, 240, 5867, 522, 19888, 40478, 40481]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"[3184, 5006, 5422, 7135, 6696, 2045, 4253, 5010, 3947, 1982, 1119]"
357440,83439,"[40480, 4835, 598, 12395, 25808, 40481]","[[12395, 25808], [6953, 296, 10767, 1430, 1301, 11332], [17869, 6020], [21453], [2832, 1454, 3204], [978, 3204, 26285], [5867, 24176], [16954, 16064], [9230, 789, 607], [592, 5552, 23488]]","[40480, 40482, 7033, 481, 12395, 25808, 556, 6953, 488, 11332, 40478, 40482, 2525, 6020, 500, 246, 28058, 715, 1583, 2525, 40478, 40482, 5539, 25808, 1073, 862, 903, 2324, 240, 670, 284, 1571, 40478, 40482, 1300, 25808, 488, 5539, 504, 481, 728, 737, 1007, 284, 485, 287, 1571, 40478, 40482, 6018, 485, 246, 2107, 6255, 16153, 40478, 40482, 8240, 811, 905, 498, 481, 4739, 617, 481, 28058, 40478, 40482, 4846, 481, 19414, 488, 5539, 281, 1571, 40478, 40482, 4846, 287, 13020, 23028, 498, 481, 3204, 488, 481, 26285, 40478, 40482, 9467, 556, 246, 6859, 29369, 240, 11646, 485, 20599, 2507, 1378, 3029, 485, 28058, 40478, 40482, 4846, 5867, 24176, 488, 16954, 10734, 240, 9822, 485, 12172, 40478, 40482, 5539, 284, 1571, 40478, 40482, 23667, 9230, 789, 607, 556, 277, 3, 3696, 3204, 40478, 40482, 9467, 666, 10734, 40478, 40482, 4846, 23488, 240, 775, 20483, 525, 604, 20647, 785, 481, 12395, 25808, 240, 6953, 488, 246, 8531, 4289, 498, 11332, 40478, 40482, 2525, 10734, 240, 568, 587, 595, 14057, 40478, 40482, 4103, 40478, 40481]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"[5574, 6272, 7557, 5010, 2461, 6009, 1257, 7229, 1833, 2148]"
